title,author,cover,pages,publisher,publish_year,rating,rating_count,rating_5,rating_4,rating_3,rating_2,rating_1,rated_high
Nursery Rhyme Comics: 50 Timeless Rhymes from 50 Celebrated Cartoonists,"Chris Duffy (Editor), Leonard S. Marcus (Introduction), Vanessa Davis (Contributor), Eleanor Davis (Contributor), Nick Abadzis (Contributor), Richard Thompson (Contributor), James Sturm (Contributor), Craig Thompson (Contributor) , more…Gahan Wilson (Contributor), Drew Weing (Contributor), Stan Sakai (Contributor), Richard Sala (Author) (Contributor), Roz Chast (Contributor), Raina Telgemeier (Author) (Contributor), Mike Mignola (Contributor), Tao Nyeu (Contributor), Mathew Forsythe (Contributor), Cyril Pedrosa (Contributor), Sara Varon (Contributor), Laura Park (Contributor), Marc Rosenthal (Contributor), Patrick McDonnell (Author) (Contributor), Jen Wang (Author) (Contributor), Jordan Crane (Contributor), Jaime Hernández (Contributor), Lark Pien (Contributor), George O'Connor (Contributor), Dave Roman (Author) (Contributor), Ben Hatke (Author) (Contributor), Kate Beaton (Contributor), Bob Flynn (Contributor), Theo Ellsworth (Contributor), Nick Bruel (Contributor), Alexis Frederick-Fost (Contributor), David Macaulay (Contributor), Tony Millionaire (Contributor), Mark Martin (Contributor), Eric Orchard (Author) (Contributor), Gilbert Hernández (Contributor), Gene Luen Yang (Author) (Contributor), Mo Oh (Contributor), Mark Siegel (Author) (Contributor), Stephanie Yue (Contributor), Lilli Carré (Contributor), Rebecca Dart (Contributor), Jules Feiffer (Contributor), Lucy Knisley (Author) (Contributor), J.P. Coovert (Contributor), Aaron Renier (Author) (Contributor), Vera Brosgol (Author) (Contributor), Scott Campbell (Contributor) …less",Hardcover,103,First Second,2011,4.06,2972,1363,804,532,169,104,1
Two Bad Ants,Chris Van Allsburg,Hardcover,32,HMH Books for Young Readers,1988,4.07,2971,1147,1074,593,122,35,1
When Dinosaurs Came with Everything,"Elise Broach, David Small (Illustrator)",Hardcover,40,Atheneum Books for Young Readers,2007,4.14,2967,1302,961,572,93,39,1
Color Zoo,Lois Ehlert,Hardcover,40,HarperCollins,1989,3.97,2965,1106,939,699,181,40,0
Mustache Baby,"Bridget Heos (Author), Joy Ang (Author) (Illustrator)",Hardcover,40,Clarion,2013,4.23,2950,1428,934,454,100,34,1
Stick and Stone,"Beth Ferry, Tom Lichtenheld (Author) (Illustrator)",Hardcover,40,Houghton Mifflin Harcourt,2015,4.13,2947,1195,1056,592,85,19,1
The Gammage Cup,"Carol Kendall, Erik Blegvad (Illustrator)",Paperback,304,HMH Books for Young Readers,2000,3.96,2947,1122,945,605,188,87,0
Cloudette,Tom Lichtenheld (Author),Hardcover,40,Henry Holt,2011,4.13,2946,1213,1035,578,99,21,1
Skippyjon Jones and the Big Bones,Judy Schachner,Hardcover,32,Dutton Books for Young Readers,2007,4.159999999999999,2943,1457,797,476,130,83,1
I Will Take a Nap!,Mo Willems,Hardcover,64,Hyperion Books for Children,2015,4.35,2931,1513,995,361,51,11,1
Red Sings from Treetops: A Year in Colors,"Joyce Sidman, Pamela Zagarenski (Illustrator)",Hardcover,32,Houghton Mifflin Books for Children,2009,3.99,2923,1163,928,551,205,76,0
Big Pumpkin,"Erica Silverman, S.D. Schindler (Illustrator)",Paperback,32,Aladdin,1995,4.25,2922,1504,824,460,93,41,1
The Art of Howl's Moving Castle,"Hayao Miyazaki, Yuji Oniki (Translator), Joe Hisaishi",Hardcover,256,VIZ Media,2005,4.51,2922,1946,632,262,55,27,1
Bears in the Night,"Stan Berenstain, Jan Berenstain",Paperback,36,Random House Books for Young Readers,1971,4.14,2909,1368,767,616,115,43,1
"Steam Train, Dream Train","Sherri Duskey Rinker (Author), Tom Lichtenheld (Author) (Illustrator)",Hardcover,40,Chronicle,2013,4.15,2908,1270,962,535,119,22,1
Little Owl's Night,Divya Srinivasan (Author),Hardcover,32,Viking Books for Young Readers,2011,4,2908,1015,1047,693,132,21,0
The Milly-Molly-Mandy Storybook,Joyce Lankester Brisley,Hardcover,224,Kingfisher,2001,4.13,2908,1302,892,550,113,51,1
The Year of the Perfect Christmas Tree: An Appalachian Story,"Gloria Houston, Barbara Cooney (Illustrator)",Paperback,32,Puffin,1996,4.31,2907,1609,771,386,89,52,1
The Journey,Francesca Sanna,Hardcover,48,Flying Eye,2016,4.34,2903,1598,876,284,94,51,1
Bear Feels Scared,"Karma Wilson (Author), Jane Chapman (Illustrator)",Hardcover,40,Margaret K McElderry,2008,4.23,2900,1322,1030,453,73,22,1
The Pigeon Loves Things That Go!,Mo Willems,Board Book,12,Hyperion Books for Children,2005,4.06,2898,1249,819,622,172,36,1
My Garden,Kevin Henkes,Hardcover,40,Greenwillow,2010,3.95,2895,905,1118,723,129,20,0
Goldilocks and the Three Bears,"Jim Aylesworth, Barbara McClintock (Author) (Illustrator)",Hardcover,32,Scholastic,2003,4.17,2888,1438,670,647,96,37,1
The Stranger,Chris Van Allsburg,Hardcover,32,HMH Books for Young Readers,1986,4.09,2887,1173,1012,528,136,38,1
Cicada,Shaun Tan,Hardcover,32,Arthur A Levine,2019,4.18,2886,1364,914,416,137,55,1
Warriors: Ravenpaw's Path #3: The Heart of a Warrior,"Erin Hunter, James L. Barry (Illustrator)",Kindle Edition,112,HarperCollins,2015,4.2700000000000005,2886,1614,631,493,107,41,1
Slinky Malinki,Lynley Dodd,Paperback,32,Tricycle,2005,4.35,2879,1570,835,400,58,16,1
The Stone Heart,"Faith Erin Hicks (Author), Jordie Bellaire (Colorist)",Hardcover,240,First Second,2017,4.18,2876,1208,1166,383,64,55,1
Adventures in Cartooning: How to Turn Your Doodles Into Comics,"James Sturm, Andrew Arnold, Alexis Frederick-Frost (Author)",Paperback,112,First Second,2009,4.1499999999999995,2876,1442,726,483,142,83,1
Fanny's Dream,"Caralyn Buehner, Mark Buehner",Paperback,32,Puffin,2003,4.28,2872,1544,785,399,89,55,1
The Clown of God,Tomie dePaola,Paperback,48,HMH Books for Young Readers,1978,4.23,2870,1486,765,455,112,52,1
Cinnamon,"Neil Gaiman (Author), Jill Schwarz (Illustrator)",Ebook,40,neilgaimannet,1995,3.66,2867,576,1040,998,211,42,0
The Underground Abductor,Nathan Hale (Author),Hardcover,128,Harry N Abrams,2015,4.39,2867,1622,882,259,57,47,1
The Box of Delights,John Masefield,Paperback,400,Egmont,2008,3.9499999999999997,2867,1058,940,609,187,73,0
The 20th Century Children's Book Treasury: Celebrated Picture Books and Stories to Read Aloud,"Janet Schulman (Editor), Simon Boughton (Editor), Ludwig Bemelmans (Contributor), Bill Martin Jr. (Contributor), John Archambault (Contributor), Lois Ehlert (Illustrator), Leo Lionni (Contributor), Vera B. Williams (Contributor) , more…Margaret Wise Brown (Contributor), Clement Hurd (Illustrator), Ezra Jack Keats (Contributor), Arnold Lobel (Contributor), Donald Crews (Contributor), Robert McCloskey (Contributor), Patricia C. McKissack (Contributor), Dana Schutzer (Illustrator), Mercer Mayer (Contributor), Wanda Gág (Contributor), Sam McBratney (Contributor), Anita Jeram (Illustrator), Judith Viorst (Contributor), Ray Cruz (Illustrator), H.A. Rey (Contributor), Helen Oxenbury (Contributor), Harry Allard (Contributor), James Marshall (Illustrator), Pat Hutchins (Contributor), Maurice Sendak (Contributor), Esther Averill (Contributor), William Steig (Contributor), Peggy Rathmann (Contributor), Virginia Lee Burton (Contributor), John Steptoe (Contributor), Pam Conrad (Contributor), Richard Egielski (Illustrator), A.A. Milne (Contributor), Ernest H. Shepard (Illustrator), Russell Hoban (Contributor), Garth Williams (Illustrator), Jon Scieszka (Contributor), Lane Smith (Illustrator), Jean de Brunhoff (Contributor), Stan Berenstain (Contributor), Jan Berenstain (Contributor), Joan Aiken (Contributor), Jan Pieńkowski (Illustrator), Molly Bang (Contributor), Janell Cannon (Contributor), Roger Duvoisin (Contributor), Rosemary Wells (Contributor), Peggy Parish (Contributor), Fritz Siebel (Illustrator), Ole Risom (Contributor), Richard Scarry (Illustrator), Gene Zion (Contributor), Margaret Bloy Graham (Illustrator), Robert Kraus (Contributor), José Aruego (Illustrator), Kevin Henkes (Contributor), Munro Leaf (Contributor), Robert Lawson (Illustrator), Dr. Seuss (Contributor), Helen Bannerman (Contributor), Fred Marcellino (Illustrator) …less",Hardcover,320,Knopf Books for Young Readers,1998,4.44,2854,1746,712,325,40,31,1
Amelia Bedelia and the Baby,"Peggy Parish, Lynn Sweat (Illustrator)",Paperback,64,Greenwillow,2004,4.17,2850,1402,717,582,106,43,1
The Bear and the Piano,David Litchfield (Author),Hardcover,40,Frances Lincoln,2015,4.26,2847,1343,1039,367,67,31,1
One Grain of Rice: A Mathematical Folktale,Demi,Hardcover,40,Scholastic,1997,4.3,2847,1466,888,406,65,22,1
Interstellar Cinderella,"Deborah Underwood (Author), Meg Hunt (Illustrator)",Hardcover,40,Chronicle,2015,4.2,2845,1261,1021,450,90,23,1
Falling for Rapunzel,"Leah Wilcox, Lydia Monks (Illustrator)",Paperback,32,Puffin,2005,4.27,2843,1445,888,391,80,39,1
Beach Babe,"Jennifer L. Holm (Author), Matthew Holm",Paperback,96,Random House Books for Young Readers,2006,4.13,2839,1414,693,505,145,82,1
"Red Leaf, Yellow Leaf",Lois Ehlert,Hardcover,40,HMH Books for Young Readers,1991,4,2837,1061,893,721,138,24,0
Nana Upstairs and Nana Downstairs,Tomie dePaola,Paperback,32,Puffin,2000,4.319999999999999,2836,1483,877,386,68,22,1
The Best Mouse Cookie,"Laura Joffe Numeroff (Author), Felicia Bond (Illustrator)",Board Book,24,HarperCollins,2019,4.29,2835,1560,684,464,100,27,1
Whoever You Are,"Mem Fox, Leslie Staub (Illustrator)",Paperback,32,HMH Books for Young Readers,2006,4.18,2834,1345,843,486,124,36,1
Jip en Janneke,"Annie M.G. Schmidt, Fiep Westendorp (illustrator)",Hardcover,368,Querido,1977,4.1499999999999995,2833,1230,976,496,89,42,1
Drum Dream Girl: How One Girl's Courage Changed Music,"Margarita Engle, Rafael López (Author) (Illustrator)",Hardcover,42,Houghton Mifflin Harcourt,2015,4.24,2830,1285,1067,377,76,25,1
"Purple, Green and Yellow","Robert Munsch, Hélène Desputeaux (Illustrator)",Paperback,32,Annick,1992,4.24,2828,1455,772,463,97,41,1
The Way I Feel,Janan Cain,Hardcover,32,Parenting,2000,4.26,2825,1458,783,478,74,32,1
Binky to the Rescue,Ashley Spires (Author),Hardcover,64,Kids Can,2010,4.1,2821,1347,770,442,151,111,1
Because,"Mo Willems, Amber Ren (Illustrator)",Hardcover,40,Hyperion Books for Children,2019,4.27,2816,1394,943,366,75,38,1
Farmer Duck,"Martin Waddell, Helen Oxenbury (Illustrator)",Paperback,33,Walker,2005,3.97,2812,1010,930,680,153,39,0
Du Iz Tak?,Carson Ellis,Hardcover,48,Candlewick,2016,4.03,2809,1128,953,482,179,67,1
"Big Cat, Little Cat",Elisha Cooper (Author),Hardcover,40,Roaring Brook,2017,4.24,2806,1331,1002,339,84,50,1
The Water Hole,Graeme Base,Hardcover,32,Harry N Abrams,2001,4.26,2806,1374,893,447,65,27,1
Monkey And Me,Emily Gravett,Hardcover,32,MacMillan UK,2007,3.95,2805,992,932,658,183,40,0
Old Bear,Jane Hissey (Author),Hardcover,32,Philomel,1986,4.319999999999999,2803,1549,703,458,74,19,1
The Lump of Coal,"Lemony Snicket (Author), Brett Helquist (Illustrator)",Hardcover,40,HarperCollins,2008,4.01,2799,982,1037,630,126,24,1
No Flying in the House,"Betty Brock, Wallace Tripp (Illustrator)",Paperback,157,HarperCollins,1998,4.1899999999999995,2797,1339,841,460,118,39,1
"Please, Mr. Panda",Steve Antony (Author),Hardcover,32,Scholastic,2014,3.89,2792,926,948,678,177,63,0
Goldilicious,Victoria Kann,Hardcover,32,HarperCollins,2009,3.82,2789,1015,687,747,245,95,0
The Boy Who Loved Math: The Improbable Life of Paul Erdos,"Deborah Heiligman, LeUyen Pham (Illustrations)",Hardcover,48,Roaring Brook,2013,4.18,2788,1265,962,416,96,49,1
Gorilla,Anthony Browne,Hardcover,40,Candlewick,2002,4.17,2788,1273,892,486,92,45,1
Home for a Bunny,"Margaret Wise Brown, Garth Williams (Illustrator)",Hardcover,NA,Golden,2003,4.24,2780,1449,700,506,103,22,1
Billy And Blaze: A Boy And His Pony,C.W. Anderson,Paperback,56,Aladdin,1992,4.24,2779,1415,773,474,83,34,1
Those Darn Squirrels!,"Adam Rubin (Author), Daniel Salmieri (Author) (Illustrator)",Hardcover,32,Clarion,2008,4.19,2776,1233,985,448,82,28,1
Bluebird,Bob Staake,Hardcover,40,Schwartz,2013,3.93,2774,1058,865,552,209,90,0
Where's My Mom?,"Julia Donaldson, Axel Scheffler",Hardcover,26,Dial,2008,4.25,2772,1361,882,423,81,25,1
Tom Gates: Yes! No (Maybe...),Liz Pichon,Kindle Edition,272,Scholastic Fiction,2015,4.470000000000001,2771,1869,535,243,56,68,1
Weslandia,"Paul Fleischman, Kevin Hawkes (Illustrator)",Paperback,40,Candlewick,2002,4.26,2766,1426,789,423,94,34,1
"""Slowly, Slowly, Slowly,"" said the Sloth","Eric Carle, Jane Goodall (Foreword by)",Paperback,32,Puffin,2007,3.96,2763,964,933,693,140,33,0
Where's Walrus?,Stephen Savage (Author),Hardcover,32,Scholastic,2011,3.94,2762,929,1000,628,144,61,0
Comics Squad: Recess!,"Jennifer L. Holm (Author), Matthew Holm, Jarrett J. Krosoczka (Author), Dan Santat (Author), Raina Telgemeier (Author), Dav Pilkey (Contributor), Dave Roman (Author) (Contributor), Eric Wight (Author) (Contributor) , more…Ursula Vernon (Contributor), Gene Luen Yang (Author) (Contributor) …less",Paperback,133,Random House Books for Young Readers,2014,4.159999999999999,2762,1378,723,473,112,76,1
My Name Is Yoon,"Helen Recorvits, Gabi Swiatkowska (Illustrator)",Hardcover,29,Farrar Straus and Giroux,2003,4.2,2761,1291,919,412,100,39,1
Boot & Shoe,Marla Frazee,Hardcover,32,Beach Lane,2012,3.98,2759,949,1009,620,147,34,0
Best Book Day Ever! (so far),Liz Pichon,Paperback,NA,Scholastic,2013,4.37,2758,1801,483,265,109,100,1
The Seals on the Bus,"Lenny Hort, G. Brian Karas (illustrator)",Hardcover,32,Henry Holt and Co,2000,3.97,2746,1053,833,644,153,63,0
Asterix and the Class Act,"René Goscinny, Albert Uderzo (illustrator)",Paperback,56,Asterix,2004,3.77,2746,831,838,775,230,72,0
Those Shoes,"Maribeth Boelts (Author), Noah Z. Jones (Illustrator)",Hardcover,40,Candlewick,2012,4.47,2745,1624,852,215,35,19,1
King Midas and the Golden Touch,"M. Charlotte Craft, Kinuko Y. Craft (Illustrations)",Paperback,32,HarperCollins,2003,4.22,2741,1357,757,520,84,23,1
A Book of Sleep,Il Sung Na,Hardcover,24,Alfred A Knopf,2009,4.07,2740,1072,983,533,118,34,1
Muncha! Muncha! Muncha!,"Candace Fleming (Author), G. Brian Karas (Illustrator)",Paperback,32,Atheneum Books for Young Readers,2002,4.06,2740,1068,941,583,121,27,1
Jabari Jumps,Gaia Cornwall (Author),Hardcover,32,Candlewick,2017,4.32,2739,1301,1076,311,41,10,1
Uni the Unicorn,"Amy Krouse Rosenthal, Brigette Barrager (Illustrator)",Hardcover,48,Random House Books for Young Readers,2014,4.03,2734,994,1014,570,129,27,1
Eric Carle's Animals Animals,"Eric Carle, Laura Whipple (Compiler)",Paperback,96,Puffin,1999,4.1899999999999995,2733,1318,795,478,117,25,1
Rowan and the Travelers,Emily Rodda (Author),Paperback,192,Greenwillow,2004,3.9099999999999997,2728,797,1027,785,105,14,0
Julia's House for Lost Creatures,Ben Hatke (Author),Hardcover,32,First Second,2014,4.24,2725,1214,1028,420,48,15,1
My New Friend Is So Fun!,Mo Willems,Hardcover,60,Hyperion Books for Children,2014,4.37,2720,1416,932,338,26,8,1
The Librarian of Basra: A True Story from Iraq,Jeanette Winter,Hardcover,32,Harcourt,2005,4.17,2715,1134,1023,457,77,24,1
Pancakes for Findus,Sven Nordqvist,Hardcover,22,Hawthorn,2007,4.37,2714,1500,834,285,67,28,1
Leo: A Ghost Story,"Mac Barnett, Christian Robinson (Illustrations)",Hardcover,52,Chronicle,2015,3.9,2702,755,1123,659,140,25,0
Russell the Sheep,Rob Scotton,Hardcover,32,HarperCollins,2005,4.09,2702,1079,948,539,107,29,1
"Chi's Sweet Home, Volume 2","Kanata Konami, Ed Chavez (Translator)",Paperback,155,Vertical,2010,4.319999999999999,2698,1447,778,393,59,21,1
Fish is Fish,Leo Lionni,Paperback,32,Dragonfly,1974,4.08,2696,1104,899,541,120,32,1
Dog Loves Books,Louise Yates,Hardcover,32,Knopf Books for Young Readers,2010,4.02,2695,944,1024,600,103,24,1
Are We There Yet?,Dan Santat (Author),Hardcover,40,Little Brown Books for Young Readers,2016,3.97,2691,865,1080,577,131,38,0
I Had Trouble In Getting To Solla Sollew,Dr. Seuss,Hardcover,59,Collins,2004,4.21,2689,1314,750,508,100,17,1
How Do Dinosaurs Clean Their Rooms?,"Jane Yolen (Author), Mark Teague (Illustrator)",Board Book,12,Blue Sky,2004,4.03,2689,1034,850,673,110,22,1
Freedom Summer,"Deborah Wiles (Author), Jerome Lagarrigue (Illustrator)",Paperback,32,Aladdin,2005,4.46,2686,1639,734,241,46,26,1
I Know an Old Lady Who Swallowed a Pie,"Alison Jackson, Judy Schachner (Illustrator)",Paperback,32,Puffin,2002,4.1,2685,1205,741,571,132,36,1
Hair Love,"Matthew A. Cherry, Vashti Harrison (Illustrator)",Hardcover,32,Kokila,2019,4.54,2681,1713,749,183,28,8,1
The Farmer and the Clown,Marla Frazee,Hardcover,32,Beach Lane,2014,4.2,2676,1225,933,391,93,34,1
"The Adventures of Tintin, Vol. 1: Tintin in America / Cigars of the Pharaoh / The Blue Lotus","Hergé, Michael Turner (Translator), Leslie Lonsdale-Cooper (Translator)",Hardcover,192,Little Brown Books for Young Readers,1994,4.14,2676,1197,812,535,103,29,1
Cookie Monster and the Cookie Tree (Sesame Street),"David Korr, Joe Mathieu",Hardcover,24,Golden,1997,4.29,2675,1492,623,436,85,39,1
Otto the Book Bear,Katie Cleminson,Hardcover,32,Little Brown Books for Young Readers,2012,4.12,2672,1062,1002,501,84,23,1
Mercy Watson Thinks Like a Pig,"Kate DiCamillo (Author), Chris Van Dusen (Illustrator)",Hardcover,74,Candlewick,2008,4.18,2672,1240,842,469,84,37,1
Super Narwhal and Jelly Jolt,Ben Clanton (Author),Paperback,64,Tundra,2018,4.31,2667,1350,908,328,61,20,1
The Doghouse,Jan Thomas,Hardcover,40,HMH Books for Young Readers,2008,4.14,2665,1166,911,438,98,52,1
The Witch Family,"Eleanor Estes, Edward Ardizzone (Illustrator)",Paperback,240,HMH Books for Young Readers,2000,4.07,2664,1194,726,545,128,71,1
"Good Boy, Fergus!",David Shannon,Hardcover,40,The Blue Sky,2006,4.06,2657,1099,818,572,129,39,1
Viva Frida,"Yuyi Morales (Author), Tim O'Meara (Photographs)",Hardcover,32,Roaring Brook,2014,3.82,2649,803,909,666,198,73,0
I Really Like Slop!,Mo Willems,Hardcover,64,Hyperion Books for Children,2015,4.37,2647,1425,844,332,31,15,1
Pete the Cat and the Missing Cupcakes,"Kimberly Dean, James Dean",Hardcover,40,HarperCollins,2016,4.24,2641,1425,622,446,95,53,1
The Discovery of Dragons,Graeme Base,Hardcover,32,Harry N Abrams,1996,4.1499999999999995,2640,1287,693,487,123,50,1
Auntie Claus,Elise Primavera (Author),Hardcover,40,Silver Whistle,1999,4.13,2637,1224,756,474,130,53,1
Pumpkin Soup,Helen Cooper,Paperback,32,Farrar Straus Giroux,2005,4.03,2634,1034,849,588,128,35,1
"Merry Christmas, Amelia Bedelia","Peggy Parish, Lynn Sweat (Illustrator)",Paperback,64,Greenwillow,2002,4.29,2632,1458,604,460,85,25,1
Is Everyone Ready for Fun?,Jan Thomas,Hardcover,40,Beach Lane,2011,4.15,2617,1178,831,465,104,39,1
Sign of the Dove,Susan Fletcher,Paperback,224,Atheneum Books for Young Readers,1999,3.98,2615,903,919,648,124,21,0
The Boss Baby,Marla Frazee,Hardcover,32,Beach Lane,2010,4.04,2610,1000,917,523,131,39,1
Lunch Lady and the Picture Day Peril,Jarrett J. Krosoczka (Author),Hardcover,96,Knopf Books for Young Readers,2012,4.26,2608,1510,539,369,107,83,1
Big Bad Ironclad!,Nathan Hale (Author),Hardcover,128,Harry N Abrams,2012,4.39,2604,1493,741,284,53,33,1
The Twelve Terrors of Christmas,"John Updike, Edward Gorey (Illustrator)",Hardcover,32,Pomegranate Communications,2006,4.23,2596,1325,715,426,85,45,1
The Tree Lady: The True Story of How One Tree-Loving Woman Changed a City Forever,"H. Joseph Hopkins, Jill McElmurry (Illustrator)",Hardcover,32,Beach Lane,2013,4.19,2594,1155,934,393,72,40,1
Fairy Tale Comics: Classic Tales Told by Extraordinary Cartoonists,"Chris Duffy (Editor), Bobby London (Contributor), Raina Telgemeier (Author) (Contributor), Charise Mericle Harper (Author) (Contributor), Graham Annable (Contributor), Jillian Tamaki (Contributor), Karl Kerschl (Contributor), David Mazzucchelli (Contributor) , more…Craig Thompson (Contributor), Emily Carroll (Contributor), Gilbert Hernández (Contributor), Vanessa Davis (Contributor), Gigi D.G. (Contributor), Ramona Fradon (Contributor), Jaime Hernández (Contributor), Luke Pearson (Contributor), Brett Helquist (Contributor), Joseph Lambert (Contributor) …less",Hardcover,128,First Second,2013,3.9,2593,849,896,647,150,51,0
Space Dumplins,Craig Thompson,Paperback,316,Graphix,2015,3.82,2589,761,892,687,201,48,0
Skater Girl,"Jennifer L. Holm (Author), Matthew Holm",Hardcover,96,Random House Children,2007,4.2,2587,1397,576,418,123,73,1
Your Baby's First Word Will Be DADA,"Jimmy Fallon, Miguel Ordóñez (Illustrations)",Board Book,34,Feiwel,2015,3.51,2583,731,574,718,412,148,0
"Good News, Bad News",Jeff Mack (Author),Hardcover,40,Chronicle,2012,4.04,2580,963,941,525,109,42,1
The Little Island,"Margaret Wise Brown, Leonard Weisgard (Illustrator)",Hardcover,48,Doubleday Books for Young Readers,2003,3.76,2577,806,728,730,250,63,0
The Circus Ship,Chris Van Dusen,Hardcover,40,Candlewick,2009,4.41,2574,1479,767,260,48,20,1
Serendipity,"Stephen Cosgrove (Author), Robin James (Illustrator)",Paperback,32,Price Stern Sloan,1995,4.1899999999999995,2573,1249,724,473,90,37,1
